,AgeCategory,WeeklyWorkingHours,WorkClass,Education,MaritalStatus,Occupation,Relationship,Race,Sex,NativeCountry
random218,AgeCat-30-40,HoursCat-30-40,Self-emp-not-inc,Some-college,Never-married,Transport-moving,Wife,White,Female,United-States
random219,AgeCat-50-60,HoursCat-30-40,Self-emp-not-inc,HS-grad,Never-married,Adm-clerical,Husband,White,Male,United-States
random220,AgeCat-40-50,HoursCat-30-40,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,Mexico
random221,AgeCat-50-60,HoursCat-30-40,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Husband,Black,Male,United-States
random222,AgeCat-20-30,HoursCat-30-40,State-gov,Grade-7th-8th,Widowed,Craft-repair,Husband,Black,Female,United-States
random223,AgeCat-40-50,HoursCat-50-60,Private,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,United-States
random224,AgeCat-20-30,HoursCat-20-30,Private,Some-college,Never-married,Prof-specialty,Husband,White,Female,United-States
random225,AgeCat-60-70,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Female,United-States
random226,AgeCat-40-50,HoursCat-10-20,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
random227,AgeCat-20-30,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Female,United-States
random228,AgeCat-60-70,HoursCat-30-40,Private,Grade-7th-8th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States
random229,AgeCat-40-50,HoursCat-30-40,Private,Grade-11th,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,United-States
random230,AgeCat-20-30,HoursCat-10-20,Private,HS-grad,Never-married,Transport-moving,Husband,White,Female,United-States
random231,AgeCat-20-30,HoursCat-50-60,Private,HS-grad,Widowed,Craft-repair,Own-child,Black,Male,United-States
random232,AgeCat-30-40,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Own-child,White,Male,England
random233,AgeCat-10-20,HoursCat-40-50,Private,Some-college,Never-married,Craft-repair,Own-child,White,Female,United-States
random234,AgeCat-20-30,HoursCat-40-50,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,Other,Female,United-States
random235,AgeCat-30-40,HoursCat-40-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
random236,AgeCat-30-40,HoursCat-20-30,Private,Bachelors,Never-married,Handlers-cleaners,Husband,White,Female,United-States
random237,AgeCat-30-40,HoursCat-60-70,Self-emp-not-inc,Some-college,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,United-States
random238,AgeCat-20-30,HoursCat-50-60,Private,Assoc-voc,Never-married,Adm-clerical,Unmarried,White,Male,United-States
random239,AgeCat-30-40,HoursCat-40-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,United-States
random240,AgeCat-50-60,HoursCat-30-40,Local-gov,Grade-11th,Never-married,Prof-specialty,Unmarried,White,Male,United-States
random241,AgeCat-20-30,HoursCat-0-10,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
random242,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Never-married,Other-service,Husband,White,Male,United-States
random243,AgeCat-20-30,HoursCat-30-40,Private,Grade-11th,Married-civ-spouse,Transport-moving,Husband,White,Female,United-States
random244,AgeCat-40-50,HoursCat-80-90,Self-emp-not-inc,HS-grad,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Male,United-States
random245,AgeCat-30-40,HoursCat-20-30,Private,Grade-10th,Never-married,Adm-clerical,Husband,White,Female,United-States
random246,AgeCat-30-40,HoursCat-20-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,Mexico
random247,AgeCat-20-30,HoursCat-30-40,Private,Bachelors,Separated,Prof-specialty,Husband,White,Male,United-States
random248,AgeCat-20-30,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,Mexico
random249,AgeCat-30-40,HoursCat-30-40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random250,AgeCat-30-40,HoursCat-30-40,Private,Grade-9th,Never-married,Exec-managerial,Husband,White,Male,United-States
random251,AgeCat-60-70,HoursCat-50-60,Self-emp-inc,HS-grad,Never-married,Prof-specialty,Own-child,White,Female,United-States
random252,AgeCat-40-50,HoursCat-40-50,State-gov,HS-grad,Never-married,Exec-managerial,Husband,Black,Male,United-States
random253,AgeCat-40-50,HoursCat-20-30,Private,Masters,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
random254,AgeCat-50-60,HoursCat-30-40,State-gov,HS-grad,Never-married,Sales,Husband,White,Male,United-States
random255,AgeCat-20-30,HoursCat-10-20,Private,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Female,United-States
random256,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Never-married,Other-service,Husband,White,Female,United-States
random257,AgeCat-30-40,HoursCat-40-50,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
random258,AgeCat-60-70,HoursCat-30-40,Private,Bachelors,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,United-States
random259,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Divorced,Adm-clerical,Wife,White,Male,Canada
random260,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,United-States
random261,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States
random262,AgeCat-10-20,HoursCat-50-60,Private,Some-college,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,United-States
random263,AgeCat-50-60,HoursCat-10-20,Private,Grade-9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random264,AgeCat-40-50,HoursCat-50-60,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
random265,AgeCat-40-50,HoursCat-20-30,Private,Bachelors,Never-married,Craft-repair,Own-child,Black,Male,United-States
random266,AgeCat-20-30,HoursCat-50-60,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States
random267,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Never-married,Machine-op-inspct,Husband,White,Female,United-States
random268,AgeCat-10-20,HoursCat-40-50,Private,Grade-11th,Married-civ-spouse,Exec-managerial,Own-child,White,Female,United-States
random269,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,United-States
random270,AgeCat-60-70,HoursCat-40-50,Private,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
random271,AgeCat-50-60,HoursCat-40-50,Local-gov,Assoc-acdm,Never-married,Farming-fishing,Not-in-family,White,Male,United-States
random272,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random273,AgeCat-60-70,HoursCat-30-40,Private,Masters,Divorced,Sales,Husband,White,Male,United-States
random274,AgeCat-20-30,HoursCat-30-40,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,United-States
random275,AgeCat-60-70,HoursCat-10-20,Federal-gov,HS-grad,Separated,Machine-op-inspct,Wife,White,Male,United-States
random276,AgeCat-60-70,HoursCat-0-10,Private,Grade-10th,Married-civ-spouse,Other-service,Husband,White,Male,United-States
random277,AgeCat-40-50,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Female,United-States
random278,AgeCat-40-50,HoursCat-30-40,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,United-States
random279,AgeCat-50-60,HoursCat-30-40,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Female,United-States
random280,AgeCat-20-30,HoursCat-40-50,Private,Grade-1st-4th,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
random281,AgeCat-50-60,HoursCat-30-40,Self-emp-not-inc,Some-college,Never-married,Other-service,Husband,Asian-Pac-Islander,Male,United-States
random282,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico
random283,AgeCat-10-20,HoursCat-30-40,Local-gov,Prof-school,Widowed,Exec-managerial,Own-child,White,Male,Puerto-Rico
random284,AgeCat-30-40,HoursCat-30-40,Private,Assoc-voc,Never-married,Craft-repair,Wife,White,Male,United-States
random285,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Never-married,Sales,Unmarried,White,Male,United-States
random286,AgeCat-60-70,HoursCat-50-60,Private,Some-college,Never-married,Exec-managerial,Husband,White,Female,United-States
random287,AgeCat-30-40,HoursCat-30-40,Private,Grade-11th,Married-civ-spouse,Craft-repair,Husband,White,Female,Mexico
random288,AgeCat-30-40,HoursCat-10-20,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Mexico
random289,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Never-married,Priv-house-serv,Husband,White,Female,United-States
random290,AgeCat-30-40,HoursCat-30-40,Private,Assoc-voc,Married-civ-spouse,Other-service,Other-relative,White,Male,United-States
random291,AgeCat-20-30,HoursCat-30-40,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,United-States
random292,AgeCat-50-60,HoursCat-40-50,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,Portugal
random293,AgeCat-20-30,HoursCat-90-100,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,United-States
random294,AgeCat-30-40,HoursCat-30-40,Self-emp-not-inc,Some-college,Never-married,Transport-moving,Other-relative,White,Male,United-States
random295,AgeCat-20-30,HoursCat-30-40,Private,Bachelors,Divorced,Tech-support,Own-child,White,Male,United-States
random296,AgeCat-20-30,HoursCat-10-20,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
random297,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,United-States
random298,AgeCat-60-70,HoursCat-30-40,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,Mexico
random299,AgeCat-60-70,HoursCat-30-40,Private,HS-grad,Widowed,Other-service,Wife,White,Female,United-States
random300,AgeCat-50-60,HoursCat-40-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States
random301,AgeCat-40-50,HoursCat-30-40,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States
random302,AgeCat-30-40,HoursCat-40-50,State-gov,Some-college,Divorced,Protective-serv,Husband,White,Male,United-States
random303,AgeCat-20-30,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,United-States
random304,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
random305,AgeCat-20-30,HoursCat-30-40,State-gov,Some-college,Never-married,Craft-repair,Husband,White,Female,United-States
random306,AgeCat-20-30,HoursCat-10-20,Private,Assoc-voc,Never-married,Sales,Unmarried,White,Female,United-States
random307,AgeCat-10-20,HoursCat-30-40,Private,HS-grad,Divorced,Adm-clerical,Husband,White,Female,United-States
random308,AgeCat-40-50,HoursCat-20-30,Private,Assoc-voc,Married-spouse-absent,Sales,Own-child,White,Female,United-States
random309,AgeCat-10-20,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Female,United-States
random310,AgeCat-40-50,HoursCat-30-40,State-gov,Grade-10th,Never-married,Exec-managerial,Husband,White,Female,United-States
random311,AgeCat-20-30,HoursCat-40-50,Self-emp-not-inc,Grade-10th,Married-civ-spouse,Tech-support,Husband,White,Female,Haiti
random312,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Divorced,Sales,Husband,White,Female,United-States
random313,AgeCat-20-30,HoursCat-30-40,Private,Masters,Divorced,Craft-repair,Own-child,Other,Male,United-States
random314,AgeCat-40-50,HoursCat-40-50,Private,HS-grad,Never-married,Prof-specialty,Husband,White,Male,Columbia
random315,AgeCat-20-30,HoursCat-30-40,Self-emp-not-inc,HS-grad,Divorced,Other-service,Own-child,White,Male,United-States
random316,AgeCat-30-40,HoursCat-30-40,Federal-gov,Grade-11th,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,United-States
random317,AgeCat-30-40,HoursCat-50-60,Private,Prof-school,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,United-States
random318,AgeCat-50-60,HoursCat-30-40,Private,Assoc-voc,Married-civ-spouse,Other-service,Other-relative,White,Male,United-States
random319,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Divorced,Craft-repair,Husband,White,Male,United-States
random320,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,Taiwan
random321,AgeCat-20-30,HoursCat-20-30,Private,Assoc-acdm,Divorced,Exec-managerial,Own-child,White,Male,United-States
random322,AgeCat-10-20,HoursCat-30-40,Federal-gov,Bachelors,Married-spouse-absent,Other-service,Not-in-family,White,Female,United-States
random323,AgeCat-20-30,HoursCat-50-60,Private,Grade-5th-6th,Married-civ-spouse,Craft-repair,Own-child,White,Female,United-States
random324,AgeCat-20-30,HoursCat-30-40,Private,Grade-12th,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,United-States
random325,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Divorced,Tech-support,Husband,White,Male,United-States
random326,AgeCat-40-50,HoursCat-40-50,Private,Some-college,Never-married,Prof-specialty,Husband,White,Female,United-States
random327,AgeCat-40-50,HoursCat-40-50,Private,Some-college,Divorced,Sales,Husband,White,Female,United-States
random328,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Divorced,Prof-specialty,Husband,White,Female,United-States
random329,AgeCat-30-40,HoursCat-40-50,Private,Bachelors,Never-married,Farming-fishing,Other-relative,White,Male,United-States
random330,AgeCat-20-30,HoursCat-20-30,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
random331,AgeCat-40-50,HoursCat-40-50,Self-emp-not-inc,Some-college,Widowed,Other-service,Husband,White,Male,United-States
random332,AgeCat-10-20,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,United-States
random333,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Never-married,Sales,Husband,White,Male,United-States
random334,AgeCat-40-50,HoursCat-50-60,Private,Bachelors,Divorced,Sales,Husband,White,Male,United-States
random335,AgeCat-40-50,HoursCat-30-40,Private,Grade-9th,Never-married,Other-service,Husband,Black,Male,United-States
random336,AgeCat-20-30,HoursCat-10-20,Private,Bachelors,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,Ireland
random337,AgeCat-30-40,HoursCat-30-40,State-gov,HS-grad,Divorced,Transport-moving,Husband,White,Male,United-States
random338,AgeCat-30-40,HoursCat-40-50,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,Mexico
random339,AgeCat-20-30,HoursCat-20-30,Private,Some-college,Never-married,Machine-op-inspct,Husband,White,Male,United-States
random340,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,United-States
random341,AgeCat-20-30,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Wife,Black,Male,United-States
random342,AgeCat-30-40,HoursCat-40-50,Self-emp-inc,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,Philippines
random343,AgeCat-10-20,HoursCat-10-20,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
random344,AgeCat-40-50,HoursCat-30-40,Private,Doctorate,Divorced,Exec-managerial,Husband,White,Male,Poland
random345,AgeCat-20-30,HoursCat-30-40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Female,United-States
random346,AgeCat-30-40,HoursCat-10-20,Private,HS-grad,Divorced,Protective-serv,Own-child,White,Male,United-States
random347,AgeCat-20-30,HoursCat-30-40,Private,Masters,Separated,Other-service,Other-relative,White,Female,United-States
random348,AgeCat-30-40,HoursCat-30-40,State-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,Philippines
random349,AgeCat-60-70,HoursCat-60-70,Self-emp-not-inc,HS-grad,Widowed,Sales,Not-in-family,White,Female,Laos
random350,AgeCat-40-50,HoursCat-40-50,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States
random351,AgeCat-10-20,HoursCat-50-60,Self-emp-not-inc,Some-college,Never-married,Other-service,Husband,Black,Female,Philippines
random352,AgeCat-30-40,HoursCat-30-40,Private,Grade-12th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Female,United-States
random353,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Own-child,White,Male,United-States
random354,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Female,United-States
random355,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Female,United-States
random356,AgeCat-20-30,HoursCat-30-40,Private,Assoc-voc,Never-married,Tech-support,Unmarried,White,Male,United-States
random357,AgeCat-20-30,HoursCat-30-40,Self-emp-not-inc,Grade-1st-4th,Never-married,Craft-repair,Not-in-family,White,Female,United-States
random358,AgeCat-30-40,HoursCat-10-20,Private,Grade-11th,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,United-States
random359,AgeCat-60-70,HoursCat-30-40,Private,Assoc-acdm,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,United-States
random360,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,United-States
random361,AgeCat-50-60,HoursCat-20-30,Private,Bachelors,Never-married,Adm-clerical,Unmarried,White,Male,Mexico
random362,AgeCat-30-40,HoursCat-30-40,Federal-gov,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,United-States
random363,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
random364,AgeCat-50-60,HoursCat-30-40,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Black,Female,United-States
